Number,Easting,Northing,Elevation,Code
1875,480638.4998,1850366.792,319.9049,SP
1876,480649.5448,1850390.145,324.3985,SP
1877,480647.8919,1850391.781,323.7516,SP
1878,480644.3195,1850392.43,322.477,SP
1879,480643.511,1850392.949,322.1293,SP
1880,480613.622,1850357.801,320.1121,SP
1881,480616.6848,1850362.215,320.0902,SP
1882,480623.1418,1850371.627,320.2978,SP
1883,480626.7783,1850376.108,320.5698,SP
1884,480642.3904,1850399.801,322.4308,SP
1885,480646.0514,1850406.246,323.0482,SP
1886,480650.5952,1850414.298,323.5497,SP
1887,480656.8088,1850424.023,324.4745,SP
1888,480658.537,1850423.068,324.4383,SP
1889,480660.1447,1850421.874,325.0935,SP
1890,480668.3552,1850439.89,325.1662,SP
1891,480669.9126,1850438.298,326.2431,SP
1892,480673.2742,1850435.299,326.4264,SP
1893,480675.1976,1850434.172,326.4929,SP
1894,480669.1732,1850443.311,325.2452,SP
1895,480670.2082,1850442.729,325.2742,EOC
1896,480666.4776,1850445.363,325.2367,EOC
1897,480670.8345,1850446.553,325.2512,SP
1898,480674.3819,1850451.313,325.2348,SP
1899,480678.2834,1850456.569,325.2913,SP
1900,480680.5627,1850460.238,325.3071,SP
1901,480681.6134,1850459.729,325.3008,SP
1902,480685.0002,1850458.342,326.6081,SP
1903,480686.1293,1850456.027,326.5362,SP
1904,480688.7953,1850453.029,326.7852,SP
1905,480701.7824,1850476.204,327.3276,SP
1906,480699.2208,1850477.7,327.1858,SP
1907,480696.5395,1850479.219,327.0557,SP
1908,480693.6586,1850480.758,325.1295,SP
1909,480693.0034,1850481.3,325.264,EOC
1910,480691.4629,1850482.655,325.1777,SP
1911,480688.9175,1850484.438,325.1783,SP
1912,480694.708,1850486.584,325.2091,SP
1913,480697.9202,1850492.654,325.3261,SP
1914,480701.4069,1850499.76,325.4845,SP
1915,480704.4823,1850504.762,325.6512,SP
1916,480705.1368,1850504.29,325.5576,SP
1917,480706.9601,1850503.707,326.5703,SP
1918,480706.8261,1850501.936,326.9042,1SC
1919,480714.5036,1850526.737,325.1952,SP
1920,480718.4174,1850523.984,325.6503,SP
1921,480720.3852,1850523.035,327.0268,SP
1922,480723.1348,1850522.486,327.71,SP
1923,480717.0462,1850530.595,324.9005,SP
1924,480720.8568,1850538.329,324.6522,SP
1925,480725.1364,1850545.692,324.6754,SP
1926,480726.7239,1850549.289,324.6631,SP
1927,480730.1672,1850547.69,324.3994,SP
1928,480734.8121,1850543.656,324.3838,SP
1929,480737.5929,1850542.792,324.6078,SP
1930,480746.3859,1850565.516,324.9619,SP
1931,480743.9798,1850568.828,325.0226,SP
1932,480742.289,1850569.267,324.2529,SP
1933,480738.9447,1850571.041,325.1267,EOC
1934,480737.1266,1850571.859,325.1349,SP
1935,480734.5919,1850572.647,325.1493,EOC
1936,480739.2417,1850575.824,325.3193,SP
1937,480741.5633,1850581.581,325.7328,SP
1938,480745.4704,1850588.148,326.3142,SP
1939,480748.915,1850594.362,326.9043,SP
1940,480750.3255,1850593.841,326.6646,SP
1941,480751.9736,1850593,327.3608,SP
1942,480753.1786,1850592.151,327.3971,SP
1943,480756.7273,1850589.508,327.5148,SP
1944,480760.0923,1850616.523,328.2485,SP
1945,480762.1144,1850613.584,328.2291,SP
1946,480765.7127,1850614.231,328.9078,SP
1947,480769.6403,1850610.678,329.2771,SP
1948,480761.1122,1850619.705,328.3749,SP
1949,480763.3616,1850626.846,328.8244,SP
1950,480765.1486,1850633.602,329.203,SP
1951,480767.7783,1850641.032,329.3437,SP
1952,480772.6974,1850638.048,330.0012,SP
1953,480774.4418,1850637.256,330.2042,SP
1954,480777.3562,1850635.57,330.596,SP
1955,480776.0598,1850665.971,329.5629,EOC
1956,480776.4038,1850665.688,329.5152,FZ
1957,480776.263,1850670.243,329.2941,SP
1958,480778.3431,1850677.107,329.0565,SP
1959,480779.673,1850682.128,329.0568,SP
1960,480780.886,1850688.378,328.9609,SP
1961,480782.1995,1850689.009,329.0856,EOC
1962,480782.5317,1850688.881,328.9689,FX
1963,480788.3696,1850711.369,328.7404,FX
1964,480788.1766,1850711.504,328.8709,EOC
1965,480786.8088,1850712.018,328.7403,SP
1966,480787.5775,1850716.453,328.6681,SP
1967,480789.307,1850723.16,328.4918,SP
1968,480790.2914,1850728.776,328.0851,SP
1969,480791.5196,1850735.438,327.6936,SP
1970,480793.6015,1850737.585,327.5595,EOC
1971,480794.1006,1850737.516,327.4575,FX
1972,480798.8991,1850759.381,326.7498,EOC
1973,480799.6183,1850758.759,326.7395,SP
1974,480800.2726,1850758.509,326.6746,SP
1975,480798.5936,1850763.554,326.8981,SP
1976,480801.0544,1850769.168,327.0571,SP
1977,480802.7933,1850775.636,327.0722,SP
1978,480805.4707,1850783.484,327.502,SP
1979,480806.3854,1850783.502,327.7289,FX
1980,480806.2012,1850783.801,327.6232,EOC
1981,480812.7972,1850809.593,330.3511,EOC
1982,480814.3556,1850810.49,330.4352,SP
1983,480817.7637,1850810.682,330.5028,SP
1984,480821.8725,1850808.903,330.7168,SP
1985,480812.7587,1850810.176,330.3626,SP
1986,480811.0687,1850816.073,330.2031,SP
1987,480807.8756,1850820.756,329.7538,SP
1988,480802.4235,1850824.839,329.4373,SP
1989,480798.5207,1850827.606,329.0376,SP
1990,480799.3043,1850829.789,328.9937,EOC
1991,480799.7906,1850830.051,328.9697,FC
1992,480779.2441,1850840.993,327.0273,EOC
1993,480779.7839,1850841.016,327.151,SP
1994,480774.6475,1850842.179,326.9906,SP
1995,480771.1504,1850845.459,326.8997,SP
1996,480768.0106,1850848.621,326.7687,SP
1997,480763.6001,1850852.55,326.6844,SP
1998,480760.1965,1850855.327,326.6155,SP
1999,480760.4479,1850858.223,326.5935,SP
2000,480762.7495,1850858.676,326.6696,EOC
2001,480763.4145,1850858.444,326.7187,SP
2002,480769.1616,1850883.172,326.0916,EOC
2003,480770.2945,1850883.008,326.0956,FZ
2004,480768.7241,1850886.374,326.1033,SP
2005,480769.6781,1850892.755,326.1478,SP
2006,480770.4623,1850901.715,326.2089,SP
2007,480771.3694,1850907.795,326.2078,SP
2008,480774.3661,1850908.808,325.9638,SP
2009,480777.9189,1850907.766,326.1236,SP
2010,480782.2109,1850905.901,326.1162,SP
2011,480774.8721,1850932.517,328.2099,EOC
2012,480775.4905,1850932.127,328.9872,SP
2013,480773.6789,1850934.263,328.1847,SP
2014,480774.2786,1850940.371,328.5453,SP
2015,480774.5884,1850947.685,328.7907,SP
2016,480774.8777,1850955.1,328.8943,SP
2017,480774.9872,1850957.55,328.7391,SP
2018,480776.0386,1850957.716,328.8044,EOC
2019,480776.6254,1850957.786,329.5197,SP
2020,480757.576,1850970.269,327.0853,SP
2021,480757.994,1850970.942,326.5375,SP
2022,480757.3969,1850971.959,326.5224,SP
2023,480757.6605,1850972.563,327.0197,SP
2024,480758.0283,1850975.237,329.302,SP
2025,480757.7207,1850977.177,330.0415,SP
2026,480757.7238,1850978.908,330.1762,EOC
2027,480733.4435,1850977.315,328.829,EOC
2028,480733.0703,1850975.599,328.64,SP
2029,480732.8355,1850973.778,327.7734,SP
2030,480733.0904,1850972.092,327.065,SP
2031,480732.4052,1850971.416,326.151,SP
2032,480732.7573,1850969.603,325.7093,SP
2033,480732.8441,1850969.086,326.3128,SP
2034,480733.5505,1850968.22,326.3509,SP
2035,480737.5039,1850967.086,326.3005,SP
2036,480746.486,1850967.309,326.6982,SP
2037,480756.8008,1850967.086,327.055,SP
2038,480760.1095,1850967.186,327.207,SP
2039,480707.9031,1850967.039,325.3412,SP
2040,480707.4932,1850967.553,325.5378,SP
2041,480706.4619,1850969.841,325.4564,SP
2042,480706.7979,1850970.782,326.3102,SP
2043,480703.4453,1850964.395,325.3279,SP
2044,480698.9526,1850964.566,325.4459,SP
2045,480694.2511,1850964.817,325.7305,SP
2046,480688.9621,1850966.732,326.1385,SP
2047,480685.8367,1850970.206,326.6089,EOC
2048,480687.0029,1850972.138,326.6806,SP
2049,480690.7422,1850976.34,326.8966,SP
2050,480692.8161,1850979.886,327.1437,SP
2051,480709.3279,1850976.267,327.7486,SP
2052,480709.1023,1850975.381,327.7813,SP
2053,480709.0092,1850973.713,327.434,SP
2054,480708.672,1850972.695,327.0274,SP
2055,480601.6848,1849525.004,370.0815,SP
2056,480604.0187,1849523.673,371.3733,SP
2057,480606.6238,1849523.978,372.7755,SP
2058,480610.679,1849522.003,374.3852,SP
2059,480600.356,1849522.992,370.058,SP
2060,480597.2947,1849520.23,369.846,SP
2061,480594.1706,1849515.892,369.6207,SP
2062,480590.0584,1849510.142,369.4542,SP
2063,480584.6085,1849505.871,368.9455,SP
2064,480586.3417,1849503.304,369.7874,SP
2065,480589.9931,1849501.796,369.7739,SP
2066,480590.9078,1849499.846,371.0827,SP
2067,480596.0011,1849497.238,372.0941,SP
2068,480569.4107,1849483.257,369.9231,SP
2069,480567.9436,1849485.811,369.3861,SP
2070,480566.9736,1849488.722,369.0643,SP
2071,480564.6597,1849490.261,368.569,SP
2072,480563.6733,1849491.311,367.5427,SP
2073,480559.7969,1849489.666,367.0889,SP
2074,480555.3167,1849486.943,366.9199,SP
2075,480548.3527,1849483.278,366.6933,SP
2076,480541.8413,1849480.336,366.3549,SP
2077,480543.8541,1849479.034,367.0959,SP
2078,480544.4404,1849473.959,367.8374,SP
2079,480545.3902,1849469.339,368.0777,SP
2080,480521.7531,1849464.198,365.8102,SP
2081,480523.0771,1849459.95,365.8435,SP
2082,480518.8849,1849468.76,365.4944,SP
2083,480519.4502,1849472.331,364.4178,SP
2084,480512.971,1849471.155,364.0338,SP
2085,480507.3062,1849469.062,363.4133,SP
2086,480499.2648,1849466.576,362.9476,SP
2087,480494.3648,1849464.59,362.7468,SP
2088,480495.7251,1849462.843,362.869,SP
2089,480497.0816,1849459.012,363.4268,SP
2090,480496.5851,1849453.482,363.3217,SP
2091,480472.6665,1849447.69,362.6742,SP
2092,480472.8416,1849449.378,362.7607,SP
2093,480473.399,1849451.24,362.5585,SP
2094,480470.7239,1849457.047,361.694,SP
2095,480471.78,1849454.76,361.8549,SP
2096,480469.6451,1849459.833,361.4197,SP
2097,480464.5351,1849459.087,361.294,SP
2098,480458.2915,1849459.085,361.0935,SP
2099,480451.2732,1849457.537,360.895,SP
2100,480444.9355,1849456.792,360.7605,SP
2101,480445.3692,1849454.884,360.7341,SP
2102,480446.0822,1849450.71,362.8055,SP
2103,480445.8161,1849446.339,363.1808,SP
2104,480420.2643,1849442.874,361.895,SP
2105,480420.5185,1849446.732,360.9326,SP
2106,480420.4302,1849450.95,360.2584,SP
2107,480420.608,1849453.515,360.1552,SP
2108,480420.3982,1849454.855,360.2585,SP
2109,480416.9685,1849454.077,360.0461,SP
2110,480410.4692,1849453.544,359.7525,SP
2111,480403.7891,1849453.748,359.6873,SP
2112,480394.1259,1849454.948,359.3543,SP
2113,480395.0339,1849452.286,359.3587,SP
2114,480394.2515,1849450.521,359.3245,SP
2115,480394.4549,1849446.486,361.2063,SP
2116,480394.9915,1849444.214,361.9107,SP
2117,480371.4152,1849460.168,359.5806,SP
2118,480371.1192,1849458.594,359.3846,SP
2119,480370.485,1849456.926,359.2789,SP
2120,480370.3979,1849456.527,359.2573,SP
2121,480370.3078,1849455.577,359.1973,SP
2122,480370.343,1849453.691,360.7087,SP
2123,480369.2387,1849450.05,361.9441,SP
2124,480369.0136,1849449.167,362.28,SP
2125,480364.8491,1849460.937,359.7774,SP
2126,480356.158,1849462.514,359.731,SP
2127,480348.1518,1849464.712,359.5757,SP
2128,480345.5085,1849464.822,359.5753,SP
2129,480345.5879,1849463.391,359.6207,SP
2130,480345.2133,1849460.753,359.4841,SP
2131,480344.9693,1849457.749,361.152,SP
2132,480344.1284,1849454.013,361.9601,SP
2133,480322.5209,1849471.228,360.5738,SP
2134,480321.8835,1849469.08,360.1839,SP
2135,480321.0085,1849467.678,361.1769,SP
2136,480318.0262,1849465.458,363.0442,SP
2137,480317.8949,1849462.796,363.015,SP
2138,480316.7472,1849472.891,360.8288,SP
2139,480307.7004,1849474.453,361.1593,SP
2140,480300.0794,1849475.69,361.5301,SP
2141,480296.5393,1849475.866,361.4241,SP
2142,480296.6763,1849474.289,361.491,SP
2143,480296.6573,1849466.813,364.4012,SP
2144,480295.8102,1849465.592,364.8958,SP
2145,480296.6459,1849469.208,363.581,SP
2146,480270.9485,1849470.095,364.9477,SP
2147,480271.2188,1849472.401,364.1456,SP
2148,480272.0109,1849475.459,363.2984,SP
2149,480271.9889,1849476.459,362.6662,SP
2150,480272.2998,1849476.839,362.1094,SP
2151,480272.2926,1849479.223,362.2226,SP
2152,480263.9025,1849480.773,362.2817,SP
2153,480254.5497,1849481.643,362.3407,SP
2154,480247.1861,1849482.756,362.4392,SP
2155,480246.6404,1849480.904,362.4113,SP
2156,480248.2603,1849477.404,363.9392,SP
2157,480248.8493,1849476.816,364.2212,SP
2158,480222.628,1849486.365,363.1468,SP
2159,480222.8227,1849484.343,363.0224,SP
2160,480221.1534,1849482.514,364.5735,SP
2161,480220.8104,1849482.395,364.5703,SP
2162,480221.1469,1849478.254,366.0602,SP
2163,480221.0018,1849476.299,366.4202,SP
2164,480196.2181,1849480.081,365.5894,SP
2165,480197.1323,1849481.522,365.6757,SP
2166,480199.4875,1849487.202,366.057,SP
2167,480197.532,1849490.58,365.4622,SP
2168,480197.8223,1849493.174,365.464,SP
2169,480203.6661,1849491.498,364.969,SP
2170,480209.2132,1849490.031,364.5117,SP
2171,480216.1983,1849488.606,363.8005,SP
2172,480173.9639,1849494.065,366.6801,SP
2173,480173.9454,1849491.888,366.6155,SP
2174,480173.6092,1849489.617,365.6101,SP
2175,480171.845,1849486.436,365.1444,SP
2176,480171.2257,1849481.707,364.0749,SP
2177,480172.5068,1849493.978,366.8624,SP
2178,480165.7885,1849495.197,367.4966,SP
2179,480158.9529,1849496.32,368.0937,SP
2180,480152.9298,1849496.547,368.7582,SP
2181,480149.4169,1849497.056,369.2375,SP
2182,480148.507,1849495.084,369.5943,SP
2183,480148.5387,1849492.925,369.0669,SP
2184,480148.1298,1849491.885,368.3317,SP
2185,480148.991,1849485.479,366.846,SP
2186,480125.04,1849485.764,368.6863,SP
2187,480125.2396,1849489.358,369.4683,SP
2188,480125.1643,1849492.359,369.853,SP
2189,480124.7982,1849495.435,371.511,SP
2190,480119.9518,1849495.807,371.76,SP
2191,480110.4621,1849495.043,371.9011,SP
2192,480102.4176,1849492.963,371.7045,SP
2193,480098.8055,1849492.144,371.6726,SP
2194,480099.522,1849490.608,370.5014,SP
2195,480100.442,1849487.948,369.9889,SP
2196,480099.6175,1849484.923,369.4389,SP
2197,480101.2925,1849481.352,367.974,SP
2198,480078.9696,1849475.485,367.472,SP
2199,480078.3979,1849478.335,368.4085,SP
2200,480077.269,1849481.64,369.2951,SP
2201,480076.8555,1849482.826,369.6805,SP
2202,480075.6403,1849484.642,370.0997,SP
2203,480072.4273,1849484.043,369.6349,SP
2204,480065.4933,1849480.927,369.3399,SP
2205,480060.1275,1849478.961,368.5742,SP
2206,480052.9865,1849475.702,368.1302,SP
2207,480053.287,1849473.808,367.5375,SP
2208,480055.5817,1849468.817,366.3113,SP
2209,480057.2191,1849462.895,365.4016,SP
2210,480034.0943,1849456.298,364.7783,SP
2211,480031.9694,1849459.049,365.2422,SP
2212,480030.2202,1849461.819,365.62,SP
2213,480029.4855,1849464.83,366.7559,SP
2214,480026.9787,1849465.048,366.2239,SP
2215,480020.8181,1849462.643,365.9586,SP
2216,480015.7019,1849460.775,365.5416,SP
2217,480009.5378,1849458.932,365.3059,SP
2218,480004.9193,1849457.177,365.1143,SP
2219,480005.8303,1849455.812,365.3905,SP
2220,480007.0802,1849453.42,365.2161,SP
2221,480007.6353,1849452.627,364.5251,SP
2222,480009.488,1849448.178,363.8661,SP
2223,480011.3667,1849445.248,363.0611,SP
2224,479985.9835,1849438.351,362.7521,SP
2225,479985.4578,1849441.822,363.4294,SP
2226,479983.9869,1849445.105,363.9358,SP
2227,479982.8621,1849447.378,364.1689,SP
2228,479982.4678,1849448.333,363.8077,SP
2229,479978.8378,1849447.017,363.3795,SP
2230,479973.5842,1849444.284,363.1073,SP
2231,479967.4159,1849441.19,362.5338,SP
2232,479962.8553,1849438.625,361.3712,SP
2233,479959.6215,1849435.044,361.5941,SP
2234,479963.9036,1849430.996,361.0871,SP
2235,479965.8807,1849426.325,359.9764,SP
2236,479946.2168,1849413.315,357.7973,SP
2237,479945.2516,1849415.231,358.0037,SP
2238,479941.6848,1849418.628,358.3631,SP
2239,479940.4577,1849420.366,358.3309,SP
2240,479938.9267,1849422,357.6699,SP
2241,479934.6922,1849418.861,356.7068,SP
2242,479928.8865,1849416.476,355.7423,SP
2243,479921.1288,1849413.596,354.5946,SP
2244,479916.638,1849411.869,354.1432,SP
2245,479917.5243,1849410.629,354.2571,SP
2246,479918.4229,1849409.861,354.8395,SP
2247,479920.4714,1849406.073,354.3838,SP
2248,479921.4404,1849399.85,353.1522,SP
2249,479892.6932,1849395.094,350.2138,SP
2250,479893.629,1849398.977,351.0276,SP
2251,479893.7148,1849400.611,351.3749,SP
2252,479892.9823,1849404.095,351.6505,SP
2253,479893.0164,1849406.601,351.6962,SP
2254,479892.9352,1849408.717,351.4669,SP
2255,479887.8828,1849408.075,351.0687,SP
2256,479882.7017,1849407.664,350.6579,SP
2257,479876.2169,1849407.588,350.0982,SP
2258,479870.1389,1849407.533,349.5802,SP
2259,479867.4879,1849407.557,349.3351,SP
2260,479867.3227,1849406.235,349.2531,SP
2261,479868.2143,1849404.208,350.1919,SP
2262,479868.8523,1849399.326,349.5679,SP
2263,479868.9644,1849394.18,348.2763,SP
2264,479868.5621,1849394.056,348.2061,SP
2265,479842.746,1849395.826,346.3929,SP
2266,479842.5426,1849399.689,346.9562,SP
2267,479843.3063,1849404.273,347.4765,SP
2268,479843.3834,1849408.13,347.6406,SP
2269,479838.7071,1849406.741,346.9296,SP
2270,479831.7098,1849404.295,345.5246,SP
2271,479826.8397,1849401.446,344.7664,SP
2272,479819.7945,1849396.651,343.3232,SP
2273,479819.401,1849395.288,342.7581,SP
2274,479819.5246,1849395.151,342.6708,SP
2275,479822.665,1849393.449,344.4769,SP
2276,479825.5689,1849389.97,343.9846,SP
2277,479827.8982,1849385.579,343.8264,SP
2278,479805.2766,1849374.573,339.8856,SP
2279,479804.0862,1849377.164,340.3398,SP
2280,479801.4356,1849379.743,340.2611,SP
2281,479799.1585,1849382.125,339.8474,SP
2282,479799.2505,1849383.073,339.4064,SP
2283,479798.6758,1849383.325,339.8219,SP
2284,479798.7599,1849387.217,339.8328,SP
2285,479802.0146,1849388.188,340.3704,SP
2286,479808.0205,1849392.254,341.4072,SP
2287,479814.4567,1849395.587,342.4997,SP
2288,479795.5174,1849384.372,339.0966,SP
2289,479789.7014,1849381.115,338.1725,SP
2290,479782.4577,1849377.363,337.1024,SP
2291,479777.0961,1849373.446,336.227,SP
2292,479777.3558,1849372.059,336.7614,SP
2293,479778.5833,1849366.555,336.536,SP
2294,479782.4122,1849363.113,336.754,SP
2295,479761.0653,1849352.152,334.243,SP
2296,479759.1382,1849355.888,334.3044,SP
2297,479757.6984,1849357.168,334.0401,SP
2298,479755.1076,1849359.106,333.5432,SP
2299,479754.2615,1849361.603,333.5308,SP
2300,479751.3496,1849358.231,333.0423,SP
2301,479746.8384,1849354.856,332.4433,SP
2302,479742.5857,1849350.033,331.9943,SP
2303,479738.0287,1849345.758,331.4545,SP
2304,479736.8119,1849344.401,331.3535,SP
2305,479738.021,1849343.179,331.8589,SP
2306,479740.4376,1849341.356,331.7978,SP
2307,479743.1806,1849336.962,331.7017,SP
2308,479746.6492,1849334.325,331.5321,SP
2309,479728.555,1849318.031,328.6482,SP
2310,479725.8026,1849320.487,328.9055,SP
2311,479723.9274,1849322.357,328.9893,SP
2312,479721.6469,1849323.912,329.0453,SP
2313,479720.7199,1849324.63,328.2922,SP
2314,479717.811,1849323.536,327.7516,SP
2315,479712.3583,1849318.023,327.07,SP
2316,479707.24,1849311.603,326.2036,SP
2317,479703.5849,1849307.18,325.5975,SP
2318,479704.1687,1849307.116,325.6392,SP
2319,479705.6745,1849305.942,325.6636,SP
2320,479708.1218,1849302.924,326.5454,SP
2321,479711.541,1849299.355,326.4726,SP
2322,479713.717,1849298.302,326.5926,SP
2323,479690.3913,1849280.464,324.536,SP
2324,479688.5377,1849283.332,323.9944,SP
2325,479687.8417,1849283.6,323.4234,SP
2326,479684.5726,1849291.548,323.8907,SP
2327,479685.3592,1849290.799,323.8597,SP
2328,479685.1064,1849286.499,321.6182,SP
2329,479686.1334,1849285.028,321.5424,SP
2330,479681.6292,1849291.815,323.8531,SP
2331,479673.9807,1849289.217,323.8045,SP
2332,479667.9646,1849285.54,323.8525,SP
2333,479661.7305,1849282.457,323.8669,SP
2334,479661.057,1849280.892,323.9829,SP
2335,479661.1793,1849279.948,323.3823,SP
2336,479666.5628,1849271.496,321.2743,SP
2337,479663.9491,1849273.536,320.0749,SP
2338,479662.2407,1849276.275,320.7595,SP
2339,479662.5737,1849275.671,320.0869,SP
2340,479637.5589,1849273.994,324.4358,SP
2341,479640.1942,1849272.073,324.0874,SP
2342,479641.2837,1849267.784,323.3952,SP
2343,479641.9882,1849264.446,322.9895,SP
2344,479644.9039,1849262.339,322.7305,SP
2345,479629.3808,1849266.301,324.489,SP
2346,479633.461,1849271.763,324.4002,SP
2347,479626.758,1849263.164,324.9007,SP
2348,479619.8631,1849258.815,325.1948,SP
2349,479620.0823,1849257.713,325.1819,SP
2350,479623.67,1849255.957,325.0474,SP
2351,479626.6703,1849256.946,324.5704,SP
2352,479602.6416,1849238.726,325.2247,SP
2353,479603.168,1849236.29,324.9203,SP
2354,479605.2183,1849233.831,324.2425,SP
2355,479606.554,1849233.172,323.5845,SP
2356,479606.6209,1849233.08,323.5633,EOK
2357,479597.6759,1849235.068,325.1068,SP
2358,479592.5646,1849231.119,324.7608,SP
2359,479586.8543,1849227.921,324.6334,SP
2360,479582.0791,1849225.358,324.4701,SP
2361,479581.7539,1849224.675,324.56,SP
2362,479583.2092,1849221.795,324.589,SP
2363,479584.3593,1849219.043,324.0466,SP
2364,479585.1492,1849216.401,323.5628,SP
2365,479585.9027,1849214.813,323.082,SP
2366,479557.9208,1849214.459,323.4255,SP
2367,479557.945,1849213.233,323.4688,SP
2368,479560.194,1849210.509,324.1523,SP
2369,479562.9176,1849208.782,323.399,SP
2370,479564.1995,1849204.978,322.6055,SP
2371,479552.1129,1849211.556,322.9987,SP
2372,479545.9711,1849207.813,322.8427,SP
2373,479541.0656,1849205.412,322.7825,SP
2374,479536.0792,1849201.223,323.039,SP
2375,479537.8259,1849198.568,322.5973,SP
2376,479540.1164,1849197.413,321.7998,SP
2377,479541.2322,1849197.15,321.3293,SP
2378,479541.9848,1849196.48,321.302,SP
2379,479542.0633,1849196.575,321.2539,SP
2380,479543.7499,1849194.812,321.831,SP
2381,479544.8209,1849194.097,321.5358,SP
2382,479545.46,1849193.196,320.9312,SP
2383,479517.2858,1849184.531,323.0816,SP
2384,479519.0184,1849182.624,322.8826,SP
2385,479521.8214,1849179.549,322.7532,SP
2386,479523.7225,1849177.208,322.6871,SP
2387,479526.2791,1849174.445,322.6145,EOK
2388,479512.9716,1849182.233,322.7358,SP
2389,479506.965,1849178.577,322.4639,SP
2390,479501.2154,1849175.168,322.3428,SP
2391,479495.8469,1849171.78,322.3327,SP
2392,479496.5153,1849171.049,321.982,SP
2393,479500.9891,1849167.378,321.5869,SP
2394,479503.2533,1849165.172,321.3709,SP
2395,479506.1463,1849161.384,321.0038,SP
2396,479507.78,1849160.436,320.8451,EOK
2397,479476.5027,1849150.613,321.3421,SP
2398,479475.4783,1849156.177,321.7788,SP
2399,479474.8115,1849160.207,322.1185,SP
2400,479473.8221,1849161.573,322.1077,SP
2401,479468.6798,1849161.202,322.1595,SP
2402,479463.1351,1849159.288,322.1525,SP
2403,479456.0453,1849156.201,322.0305,SP
2404,479449.6082,1849153.65,321.9828,SP
2405,479450.8261,1849152.507,321.7059,SP
2406,479452.3193,1849148.428,320.8578,SP
2407,479454.6729,1849145.194,320.6227,SP
2408,479457.3242,1849141.751,320.2262,SP
2409,479432.148,1849132.41,319.3969,SP
2410,479429.3833,1849135.588,319.5704,SP
2411,479428.4528,1849137.659,319.5474,SP
2412,479425.638,1849142.396,321.8673,SP
2413,479420.3018,1849139.074,321.7807,SP
2414,479414.6253,1849135.601,321.7259,SP
2415,479408.6642,1849132.576,322.0228,SP
2416,479404.6261,1849130.816,322.2094,SP
2417,479405.8417,1849129.231,322.3006,SP
2418,479408.1467,1849127.248,321.9972,SP
2419,479409.765,1849125.085,321.8102,SP
2420,479410.0584,1849123.892,321.1447,SP
2421,479385.5092,1849111.086,321.4519,SP
2422,479383.5803,1849114.12,321.3759,SP
2423,479382.5395,1849117.294,321.642,SP
2424,479381.8235,1849119.993,321.4797,SP
2425,479381.263,1849121.885,321.3548,SP
2426,479380.2133,1849123.805,321.486,SP
2427,479375.5161,1849122.564,321.5452,SP
2428,479370.3644,1849120.759,321.521,SP
2429,479365.014,1849119.26,321.4746,SP
2430,479358.0105,1849116.748,321.5376,SP
2431,479359.0498,1849112.477,321.3961,SP
2432,479362.0984,1849106.975,321.2855,SP
2433,479363.5024,1849102.832,321.4718,SP
2434,479353.711,1849111.537,321.3358,SP
2435,479349.416,1849110.029,321.3335,SP
2436,479346.0824,1849108.246,321.3864,SP
2437,479344.4433,1849107.046,321.3312,SP
2438,479344.1052,1849105.35,321.4141,SP
2439,479347.576,1849098.446,321.2714,SP
2440,479347.4964,1849098.442,321.271,SP
2441,479350.1874,1849092.369,321.0386,SP
2442,479351.6882,1849089.173,320.4171,SP
2443,479354.8079,1849086.242,319.9735,SP
2444,480609,1849540.479,371.2511,
2445,480608.8712,1849540.502,371.2132,TEST GNSS05
2446,480024.1044,1849895.458,312.846,SP
2447,480021.302,1849898.082,312.7217,SP
2448,480016.052,1849896.19,312.8155,SP
2449,480016.2693,1849904.858,313.0451,SP
2450,480009.8116,1849910.195,312.8682,SP
2451,480003.2933,1849913.398,312.9362,SP
2452,479999.045,1849914.193,312.991,SP
2453,479996.2338,1849915.918,312.6786,EOK
2454,479993.5747,1849915.192,312.0201,SP
2455,479990.8473,1849916.964,311.9368,SP
2456,479985.9272,1849917.904,311.9695,SP
2457,479982.1275,1849923.486,311.6329,SP
2458,479981.1031,1849925.521,310.9666,SP
2459,479980.1681,1849926.602,310.6381,SP
2460,479979.4151,1849927.755,310.7618,WL
2461,479978.0684,1849929.577,310.477,SP
2462,479976.8415,1849933.322,310.4861,SP
2463,479976.0052,1849934.72,310.2015,SP
2464,479970.8201,1849937.578,310.3316,SP
2465,479970.5116,1849938.276,310.2533,SP
2466,479970.8063,1849939.714,310.2558,SP
2467,479969.3679,1849942.893,312.8896,SP
2468,479968.2772,1849943.909,313.5001,EOK
2469,479964.9824,1849947.988,313.5253,SP
2470,479962.3365,1849953.986,313.4368,SP
2471,479892.8068,1849910.954,313.3459,SP
2472,479888.7233,1849913.211,313.3465,SP
2473,479890.5096,1849906.068,313.1264,SP
2474,479885.8116,1849902.259,313.3991,SP
2475,479892.8624,1849901.996,311.9222,SP
2476,479896.0031,1849900.05,311.792,SP
2477,479896.9146,1849898.269,311.6552,SP
2478,479897.7778,1849897.204,312.2766,SP
2479,479913.535,1849858.223,311.2475,SP
2480,479914.4473,1849857.019,311.3654,SP
2481,479910.7721,1849858.814,311.0717,SP
2482,479907.2905,1849861.119,311.1053,SP
2483,479904.7487,1849863.722,311.0279,SP
2484,479903.9801,1849866.033,311.0666,SP
2485,479904.1907,1849865.708,311.3993,WL
2486,479903.4399,1849866.247,311.1776,SP
